User_ID,Time_Lapse(ms),Time(epoch),Left_Height(Norm),Right_Height(Norm),Left_Height(Raw),Right_Height(Raw)
0,44522,1642157355826,[ 0.00787354 -0.00175476],[0.00842285 1.06349182],[1.09863281e-03 1.10202026e+00],[-0.02026367 -1.08670044]
0,44694,1642157355998,[-2.15258789 -2.18554688],[0.10375977 2.27392578],[-0.01403809 -0.0007019 ],[2.17333984 2.21749878]
0,44857,1642157356161,[1.07550049 1.08499146],[-0.04522705 -1.13296509],[ 0.0045166  -1.11911011],[-1.08868408 -0.03179932]
0,45002,1642157356306,[-0.00402832 -1.08531189],[1.10101318 0.05307007],[1.11602783 1.15463257],[1.15344238 4.44181824]
0,45154,1642157356458,[-2.09802246  4.32971191],[-4.31323242 -0.06814575],[-0.00512695  2.29904175],[2.13134766 2.32901001]
0,45319,1642157356623,[-0.01660156 -2.16642761],[2.19702148 1.10816956],[ 0.00360107 -0.04354858],[-1.09240723 -2.23390198]
0,45485,1642157356789,[-0.03063965 -0.00854492],[-0.00341797  0.00802612],[-0.05456543 -0.03704834],[-2.21948242 -2.29818726]
0,45631,1642157356935,[1.08538818 0.02880859],[-1.1260376  -2.19474792],[0.01379395 0.01313782],[1.08569336 0.00140381]
0,45800,1642157357104,[ 0.00720215 -0.01457214],[-0.02941895  0.01164246],[-0.02264404 -1.10717773],[ 0.02392578 -1.14105225]
0,45945,1642157357249,[-0.00927734  2.22085571],[ 0.0246582  -0.11962891],[-2.11962891  4.47473145],[-2.27612305  0.11828613]
0,46101,1642157357405,[-0.00311279 -0.05169678],[0.00579834 0.01678467],[ 0.00317383 -1.08869934],[ 0.01586914 -1.12664795]
0,46252,1642157357556,[0.02746582 0.06051636],[-2.23022461  0.02374268],[2.15185547 2.20507812],[2.25134277 2.27313232]
0,46419,1642157357723,[-0.02954102 -0.04763794],[2.22491455 1.11616516],[-1.11334229  0.07617188],[-0.01031494  3.29074097]
0,46587,1642157357891,[-2.07739258 -2.03726196],[-4.38134766 -2.15576172],[0.03845215 2.03198242],[ 2.26989746 -2.22668457]
0,46743,1642157358047,[ 1.02807617 -0.0294342 ],[2.18743896 2.15586853],[1.09649658 1.07263184],[-1.12219238  0.06422424]
0,46891,1642157358195,[-2.09484863  2.17779541],[ 0.04394531 -4.39569092],[-0.03125    -2.17953491],[-0.00073242 -0.07641602]
0,47047,1642157358351,[-0.0022583  -0.03178406],[-0.00994873  1.11961365],[-1.11120605 -1.01364136],[-2.24633789e+00  2.13623047e-04]
0,47207,1642157358511,[0.01141357 0.03617859],[-2.17889404 -1.13508606],[-1.10852051  1.02482605],[ 3.34368896 -0.03649902]
0,47348,1642157358652,[2.13415527 0.04882812],[-0.11499023  2.2270813 ],[-2.13757324 -0.06015015],[-4.44128418 -6.57748413]
0,47507,1642157358811,[ 0.02038574 -0.01860046],[-1.08917236  1.12112427],[ 1.06433105 -4.43870544],[1.07653809 0.0030365 ]
0,47681,1642157358985,[-2.11254883  0.00466919],[ 0.04211426 -2.23330688],[ 2.19897461 -0.02804565],[-0.02868652  4.35925293]
0,47817,1642157359121,[1.03997803 1.11210632],[ 1.11181641 -1.1242981 ],[1.19104004 4.51313782],[-3.33703613  3.3943634 ]
0,47958,1642157359262,[-2.17016602 -0.0402832 ],[ 0.03405762 -4.44512939],[2.31945801 2.20407104],[-2.29956055 -2.35803223]
0,48116,1642157359420,[ 0.01586914 -1.03349304],[ 1.0526123  -1.08520508],[ 0.99841309 -1.13803101],[-1.10900879 -1.08403015]
0,48262,1642157359566,[ 2.17858887 -0.1701355 ],[-4.47497559  4.46328735],[-8.7208252  -4.30133057],[-4.46789551 -8.96917725]
0,48403,1642157359707,[-1.08032227  0.06109619],[-1.05792236 -1.10903931],[1.10913086 2.12884521],[1.0847168 1.0973053]
0,48549,1642157359853,[0.03112793 2.1763916 ],[ 2.27539062 -0.05969238],[ 6.6685791  -2.13278198],[-4.50830078  0.084198  ]
0,48703,1642157360007,[1.08013916 1.150177  ],[0.0022583  1.13378906],[5.60571289 2.2306366 ],[0.05358887 1.04582214]
0,48856,1642157360160,[2.10205078 2.22134399],[2.06567383 2.18222046],[2.29284668 4.4664917 ],[2.2857666  0.11209106]
0,48997,1642157360301,[-1.0100708  -2.24220276],[-1.07995605 -3.29335022],[-0.06335449  0.02970886],[1.10137939 1.01797485]
0,49146,1642157360450,[-0.07116699  4.41152954],[0.05383301 6.57769775],[0.10900879 4.47094727],[-0.04284668  0.06066895]
0,49291,1642157360595,[ 2.25671387 -0.01187134],[-2.20532227  2.15258789],[-0.05444336  4.47967529],[-2.26147461  0.19784546]
0,49441,1642157360745,[-0.02783203  1.10194397],[ 1.04345703 -0.01794434],[ 0.0302124  -0.01858521],[ 2.25482178 -1.11064148]
0,49614,1642157360918,[-1.09429932 -1.08543396],[ 0.02557373 -1.07066345],[-0.04400635 -4.46759033],[-2.21899414  1.04989624]
0,49752,1642157361056,[2.17211914 2.1105957 ],[-0.04052734 -0.04382324],[-0.05993652 -4.36831665],[ 2.1862793  -2.12960815]
0,49902,1642157361206,[-0.00189209 -1.04115295],[-0.00219727  0.02828979],[0.02044678 1.06825256],[ 0.02874756 -1.11541748]
